Review,Polarity,Town,Region,Type,cluster
aire acondicionado buena correctas limpias vine algún toalla increíble arte usar aunque puede oír ruido pasillo pesar ventana hacia pasillo gran decepción piscina creo precio pagamos debería ser,3,Palenque,Chiapas,Hotel,0
llegar malo tercer piso elevador descompuso cada día esposa embarazada terrible respuesta gerencia deficiente viaje familiar llenamos mucha ilusión padre camina bastón sufrió fallas mantenimiento elevador plano recomiendo,1,Tulum,QuintanaRoo,Hotel,4
logrado mantener equilibriode repente parece conseguido cuantos días vuelve fallar nuevamentees lastima dado vista ubicación genialsin embargo aun contando vez cocinero fantástico,3,Loreto,Baja_CaliforniaSur,Restaurant,0
sazon bueno atención buena bueno únicomalo aceptan tarjeta crédito elbaño pequeñito vendedores ambulantes dejan comer,2,San_Cristobal_de_las_Casas,Chiapas,Restaurant,4
we heard about this spot from friend of ours that visited and from so many reviews on trip advisor while none of the places on the island are the cleanest this one was very sketchy not huge crowd and very over priced the guac and salsa needed seasoning as well as the ceviche wouldnt recommend this spot there are many others that are better,2,Isla_Mujeres,QuintanaRoo,Attractive,4
méxico debe visitar especie pirámides impresionantes playas cercanas,5,Tulum,QuintanaRoo,Attractive,1
llegamos enero respectiva reservación pagada pricel travel llegar personal sumamente grosero mal encarado altaneros voz alta groseramente dijeron sentaramos problema reservación resultando según price travel vendido según posada mar iban reubicar similar así pusieron horrible ruidoso frente mar mitad pague pesos mas barato pagado aceptar toda isla según día siguiente salimos día,1,Isla_Mujeres,QuintanaRoo,Hotel,4
limpias frescas interior administrado forma profesional montón cosas lados definitivamente resort demasiado caro conexión wifi generalmente incluida viaje yucatán cobró increíble precio us estadía desayuno caro comparación valía precio cobran adicional bicicletas transmiten sensación prometen sentirse casa huésped bienvenido ubicación bien ve genial fotos rocas camino agua difíciles sortear aquí enero olas bastan altas momento,3,Tulum,QuintanaRoo,Hotel,0
camino coba ten cuidado tomar correcto salida rotonda después conducir estrecha carretera llegue siempre ver topes siempre anunciadonos costó spanglish aldeanos viven aquí hablan principalmente español maya hablan inglés vez averiguar traducción puedes zipline canoa cruzando laguna caminata selva ver monos incluso visitar cenote profunda esqueletos mayas enterradosnosotros hicimos caminata oportunidad ver monos araña alejan lado laguna día sólo volver tardenoche oportunidad ver par monos aulladores guía llamado bramaba volver hacía frío guía dejó ver cierto tiempo tomar fotos video vimos zipline cenote serpientes lagartos aves final caminata selva pequeña parada aldeanos mayas venden artesanías hechas mano compramos amigos familiaresmuy buena experiencia trae buenos zapatos caminatas insecticida crema solar agua potable cámara,5,Tulum,QuintanaRoo,Attractive,1
tomo minutos sirvieran mezcal recomiendo sopa tortilla ensalada campesina pidan rib eye,3,Tequisquiapan,Queretaro,Restaurant,2
terraza frente mar thai excelente buenos tragos música agradable puede pedir gustó repetimos veces estadía días tulum,5,Tulum,QuintanaRoo,Restaurant,3
sorprendió realmente agradable variado bien consumo pagamos estacionamientolos precios camastros mxn consumo mínimo mxn,4,Tulum,QuintanaRoo,Attractive,3
explorando santos súplica envió excelente quedamos satisfechos clientes,4,TodosSantos,Baja_CaliforniaSur,Restaurant,2
selva lacandona ideal acampar disfrutar naturaleza belleza selva lacandona siempre verde aullar monos saraguatos conocer innumerables tortugas mas precioso visitar pinturas rupestres florecimientos prehispánicos,5,San_Cristobal_de_las_Casas,Chiapas,Attractive,1
buscando centro tequis almuerzo plaza dimos cuenta kpuchinos mediodía menú desayuno así preguntábamos estrechas calles encantadora ciudad méxico magiahasta pm decidimos sentarnos adentro hacía frío suave brisa cálido confortable interior buen diseño asientos pedí vaso casa blanca queretaro bodega semiseco proveniencia delores probamos ensalada espinacas ensalada tomates cherry espinacas aguacate vinagre reducción buen tamaño sabrosa plato enchiladas pollo relleno queretan salsa queso servido patatas general satisfactorio excperiencemás,4,Tequisquiapan,Queretaro,Restaurant,2
invitaron mejor vista taxco cenar efecto buena vista platillos económicos ninguno agrado menos opciones pedimos sacrificamos alimentos x vista tal vez corrimos suerte,3,Taxco,Guerrero,Restaurant,3
comimos aquí estancia tulumla buena nachos grasosa casera empezó llover lluvia caían través tejado directamente mesa cambiaron mesa mojado lados aconsejaría cambiar techo,2,Tulum,QuintanaRoo,Attractive,4
perdiendo puro barroco mexicano historia dejará perplejo dejen probar chocolatl plazita,5,Cholula,Puebla,Attractive,1
sazonada cocinado perfección tal variedad deliciosa incluso vegetarianos glúten patatas húngaras vivian ascendencia húngara toston pierdas bocadillos cubanos tortugas frescoensaladas interesantes platos riquísimos patatas fritas doble frito fiesta boca alma contento siempre gente divertida hablar venido isla menudo comer aquí menudo ah nueva luminoso grande genial ver pasar gente verdadero regalo mereces regalomás,5,Isla_Mujeres,QuintanaRoo,Restaurant,2
cuenta opciones veganas precios accesibles porciones grandes gran variedad deliciosas bebidas café pinole manjar,5,San_Cristobal_de_las_Casas,Chiapas,Restaurant,3
aquí muchas veces nunca decepcionado probar jalapeno vez cenar pm comer tener noche agradable di cuenta cierrana pm dicen pregunté factura dueño trajo casero kahlua crema gratis subió factura gran disfrutar agradable cena visita propietario amigos olvides preguntar carrera yevs americanos anuncios historia interesante,4,Ajijic,Jalisco,Restaurant,2
mala decepcionado eficiente rápido aunque abarrotado peor experiencia culinaria tulum,2,Tulum,QuintanaRoo,Restaurant,4
nunca estasionen aquí foránea multaron domingos pagar parquímetros avisan,1,Orizaba,Veracruz,Attractive,4
buceamos allí bastante interesante ver agua cristalina especialmente raíces manglares esun cenote,4,Tulum,QuintanaRoo,Attractive,1
primeras vez visitamos ruinas espectáculo diferente magnífico ruinas bien conservadas espacio amplio bien cuidado respira tranquilidad puede bajar pequeña mirador temprano pues tarde sube marea cierranrecomiendo finalizar salir sector da playas hacer parada alguna playas públicas amplitud impresionante mar espectacular casi urbanización permite aprecie aun mejor,5,Tulum,QuintanaRoo,Attractive,1
riquisimo duda puedes dejar visitar vas taxco vista genial debes pedir pan francés consistencia churro queso filadelfia frutos rojos deliciosos enchichorranadas cuales,5,Taxco,Guerrero,Restaurant,2
excelente recomendable mesera alondra atenta linda gracias pescado frito mejor,5,Tulum,QuintanaRoo,Restaurant,3
disfrutamos dormíamos plácidamente después día largo tours chiapas hermoso gracias atenciones felicitaciones leo atento natanel ayudarnos dudas descargar pases abordar regreso cualquier duda ayudan recepción limpieza excelente gracias,5,San_Cristobal_de_las_Casas,Chiapas,Hotel,0
amansala cruzando calle supermercado principal afueras ciudad cuadras centro grandes genial moverse par días mini cocina nevera disponibles vestíbulo grande horas té café agua terraza azotea ambiente encantador pintura podía hacer refrescarse cortina ducha sucio resto experiencia sobrepasó dos observaciones wifi funciona bien todas áreas duda volveríamos alojar aquí nuevo recomendamos buceo adventure tours cenotes dejar gire izquierda siga recto semáforo,4,Tulum,QuintanaRoo,Hotel,0
descargo responsabilidad realidad comer último viaje hizo disfrutar sabrosas margaritas bar así música festival música santos esperábamos california ser pretencioso caropero resultó ser ninguno vez decorado buen gusto precio razonable amable bebidas refrescantes jalapeno margarita delicioso próxima vez volveremos cenamás,4,TodosSantos,Baja_CaliforniaSur,Restaurant,2
agradable vista aunque vale pena entrar galería tienda souvenirs,4,Bacalar,QuintanaRoo,Restaurant,1
maravilloso linda vista buena encantado especial agradecimiento camila gracias todas atenciones regresaremos pronto,4,Isla_Mujeres,QuintanaRoo,Restaurant,3
recomendar sueños organizador bodas arreglos entorno maravilloso novio novia grandes cómodas embargo excepción francés desayuno almuerzo buffet world café pareció bebidas bastante pobre nivel intenté cuatro veces champagne burbujas luego rindieron mejores cervezas grifo conserje fiables dieron masaje bueno caro piscinas preciosas mucha sombra salones,3,Tulum,QuintanaRoo,Hotel,0
fin año verdad hizo tan amazing dicen hecho alberca tenia agua color verde obscuro cuartos limpio deben ser problema debido luz agua luz dia diciembre dia teniamos salir llegò dueño sacandonos cuartos ok cierto trabajo però dia supone esten hacer fiesta nadie levante tan temprano sobretodo porquè afuera habia nadie necesitaba cuartos mismo momento mexico bien relajados tiempo verdad recomiendo,2,Sayulita,Nayarit,Hotel,4
cuesta usd persona siempre pague pesos jardín esculturas bien pasarelas vistas preciosas caminos cariados así solo puedes ir tan lejos océano dañado camino pie impracticables bloqueadas montón iguanas ver acantilados zona escaleras pasamanos peligrosas genial niños pequeños padre prótesis rodilla capaz negociar escaleras seguridad vez camino pie plana húmedo varios lugares rejas seguras degradado daños tormenta robustas necesita tal lejos orilla preciosa cómoda brisa protección solar quemado sol,5,Isla_Mujeres,QuintanaRoo,Attractive,1
innovador mira pasado inspira platos productos prehispánicos viaje gastronómico hace imaginar comian mayas,5,Palenque,Chiapas,Restaurant,1
atención buena deliciosa pizza jamón serrando manjar medio incómodo mesas redondas pues grupos complica acomodo demás bueno,5,San_Cristobal_de_las_Casas,Chiapas,Restaurant,3
situado entorno magnifico jardines piscina cuidados requerirían reforma baños duchas cortina falta ganchos colgar toallas normal debido situación pueda encontrar insectos pesar mosquiteras recibo vista patio trasero amontonan cajas envases plástico vertedero atrae visitantes adjunto fotos desayuno deja bastante desear igual villa mercedes ausencia quesos embutidos parte quisimos tomar cafè media tarde dijeron habia acabado chiapas noche imposible aconseguir gintònic,3,Palenque,Chiapas,Hotel,0
meseros cocineros parecen simpáticosantes abusar confianza consejan llaman guía pide pagar mitad tour viene día tour preguntar pasa llamar guía ellosinventan muecas teléfono murió creo guía celular preguntan van ustedes,1,Palenque,Chiapas,Restaurant,4
año pasado santos nunca hizo famoso california así año decidimos menos echar vistazo hora almorzar así decidimos comer precioso jardín quedamos agradablemente sorprendidosde bebidas bueno rápido alrededor méxico después disfrutamos pianista guitarra jugar california vez deleitemás,4,TodosSantos,Baja_CaliforniaSur,Restaurant,2
visitamos dos veces estancia isla raciones enormes platos sabrosos estupendo hecha ingredientes frescos,4,Isla_Mujeres,QuintanaRoo,Restaurant,2
bonito deseas caminar apreciar mar paisajes explanada amplia mucha gente va ahí hacer ejercicio perfecto quieres tomarte foto nombre isla mujeres,4,Isla_Mujeres,QuintanaRoo,Attractive,1
acontecimientos primer día llegar ir comer creo mexicano encuentra espaldas área preferred área preferred llegamos punto nadie mesas tardaron minutos tomar orden argumentando mesera irma gerente tomar ordenes llego persona mala gana tomo orden recuerdo bien nombre creo rolando llegan alimentos demorados final hijos quedó comer debido tacos dorados papa nunca llegaron pedimos distintas ocasiones trajeran solo veíamos ordenes parecidas salir mesas menos paramos,1,Tulum,QuintanaRoo,Hotel,4
linda excursion interesante considero indispensable arbol sombre vas dia sol casi insoportable,3,Tulum,QuintanaRoo,Attractive,1
bien encontraba remodelación estadía agradable limpio buenos servicios pocos metros zócalo ciudad tener precaución general taxco dos factores ruido debido exceso vehículos dificultades desplazarse debido constantes desniveles ciudad enclavada cerros sierra,4,Taxco,Guerrero,Hotel,0
